user_id,touch_position,touch_count,channel,is_first,is_last,conversion_date
U000082,1,1,Facebook Ads,True,True,2026-03-17
U000083,1,3,Facebook Ads,True,False,2026-03-08
U000083,2,3,Facebook Ads,False,False,2026-03-08
U000083,3,3,Google Ads,False,True,2026-03-08
U000084,1,1,Facebook Ads,True,True,2026-04-04
U000085,1,1,Google Ads,True,True,2026-03-09
U000086,1,3,Google Ads,True,False,2026-03-31
U000086,2,3,Zalo Ads,False,False,2026-03-31
U000086,3,3,Google Ads,False,True,2026-03-31
U000087,1,2,TikTok Ads,True,False,2026-04-25
U000087,2,2,Google Ads,False,True,2026-04-25
U000088,1,2,Facebook Ads,True,False,2026-04-13
U000088,2,2,Facebook Ads,False,True,2026-04-13
U000089,1,1,Google Ads,True,True,2026-04-18
U000090,1,4,TikTok Ads,True,False,2026-03-20
U000090,2,4,Facebook Ads,False,False,2026-03-20
U000090,3,4,TikTok Ads,False,False,2026-03-20
U000090,4,4,Google Ads,False,True,2026-03-20
U000091,1,3,TikTok Ads,True,False,2026-04-30
U000091,2,3,Google Ads,False,False,2026-04-30
U000091,3,3,Google Ads,False,True,2026-04-30
U000092,1,3,Facebook Ads,True,False,2026-04-14
U000092,2,3,Facebook Ads,False,False,2026-04-14
U000092,3,3,Facebook Ads,False,True,2026-04-14
U000093,1,4,TikTok Ads,True,False,2026-04-01
U000093,2,4,Google Ads,False,False,2026-04-01
U000093,3,4,Zalo Ads,False,False,2026-04-01
U000093,4,4,Facebook Ads,False,True,2026-04-01
U000094,1,1,Zalo Ads,True,True,2026-04-18
U000095,1,3,Facebook Ads,True,False,2026-04-25
U000095,2,3,Zalo Ads,False,False,2026-04-25
U000095,3,3,Google Ads,False,True,2026-04-25
U000096,1,3,Facebook Ads,True,False,2026-03-17
U000096,2,3,Google Ads,False,False,2026-03-17
U000096,3,3,Zalo Ads,False,True,2026-03-17
U000097,1,2,TikTok Ads,True,False,2026-04-22
U000097,2,2,Google Ads,False,True,2026-04-22
U000098,1,2,Facebook Ads,True,False,2026-04-23
U000098,2,2,Facebook Ads,False,True,2026-04-23
U000099,1,3,Facebook Ads,True,False,2026-03-08
U000099,2,3,Facebook Ads,False,False,2026-03-08
U000099,3,3,Zalo Ads,False,True,2026-03-08
U000100,1,3,Facebook Ads,True,False,2026-04-11
U000100,2,3,TikTok Ads,False,False,2026-04-11
U000100,3,3,Google Ads,False,True,2026-04-11
U000101,1,2,TikTok Ads,True,False,2026-03-26
U000101,2,2,TikTok Ads,False,True,2026-03-26
U000102,1,3,Facebook Ads,True,False,2026-03-20
U000102,2,3,Google Ads,False,False,2026-03-20
U000102,3,3,Facebook Ads,False,True,2026-03-20
U000103,1,1,Zalo Ads,True,True,2026-03-03
U000104,1,1,TikTok Ads,True,True,2026-03-10
U000105,1,3,TikTok Ads,True,False,2026-03-09
U000105,2,3,Zalo Ads,False,False,2026-03-09
U000105,3,3,Google Ads,False,True,2026-03-09
U000106,1,2,TikTok Ads,True,False,2026-04-22
U000106,2,2,Facebook Ads,False,True,2026-04-22
U000107,1,4,Facebook Ads,True,False,2026-04-27
U000107,2,4,Google Ads,False,False,2026-04-27
U000107,3,4,Facebook Ads,False,False,2026-04-27
U000107,4,4,Google Ads,False,True,2026-04-27
U000108,1,3,Zalo Ads,True,False,2026-03-06
U000108,2,3,TikTok Ads,False,False,2026-03-06
U000108,3,3,Google Ads,False,True,2026-03-06
U000109,1,1,Google Ads,True,True,2026-04-13
U000110,1,3,TikTok Ads,True,False,2026-03-26
U000110,2,3,Zalo Ads,False,False,2026-03-26
U000110,3,3,Facebook Ads,False,True,2026-03-26
U000111,1,1,Facebook Ads,True,True,2026-03-13
U000112,1,2,Google Ads,True,False,2026-04-13
U000112,2,2,Google Ads,False,True,2026-04-13
U000113,1,2,Facebook Ads,True,False,2026-04-10
U000113,2,2,Zalo Ads,False,True,2026-04-10
U000114,1,3,Facebook Ads,True,False,2026-03-20
U000114,2,3,Zalo Ads,False,False,2026-03-20
U000114,3,3,Google Ads,False,True,2026-03-20
U000115,1,2,TikTok Ads,True,False,2026-03-12
U000115,2,2,Google Ads,False,True,2026-03-12
U000116,1,3,TikTok Ads,True,False,2026-03-31
U000116,2,3,TikTok Ads,False,False,2026-03-31
U000116,3,3,Zalo Ads,False,True,2026-03-31
U000117,1,2,Facebook Ads,True,False,2026-03-29
U000117,2,2,Google Ads,False,True,2026-03-29
U000118,1,2,Facebook Ads,True,False,2026-04-18
U000118,2,2,Google Ads,False,True,2026-04-18
U000119,1,1,Google Ads,True,True,2026-03-09
U000120,1,1,Google Ads,True,True,2026-03-22
U000121,1,2,Facebook Ads,True,False,2026-04-12
U000121,2,2,Google Ads,False,True,2026-04-12
U000122,1,1,Google Ads,True,True,2026-04-13
U000123,1,3,TikTok Ads,True,False,2026-04-14
U000123,2,3,Zalo Ads,False,False,2026-04-14
U000123,3,3,Facebook Ads,False,True,2026-04-14
U000124,1,4,Google Ads,True,False,2026-04-09
U000124,2,4,TikTok Ads,False,False,2026-04-09
U000124,3,4,Facebook Ads,False,False,2026-04-09
U000124,4,4,Facebook Ads,False,True,2026-04-09
U000125,1,1,Zalo Ads,True,True,2026-04-26
U000126,1,2,TikTok Ads,True,False,2026-03-24
U000126,2,2,Google Ads,False,True,2026-03-24
U000127,1,2,Zalo Ads,True,False,2026-03-14
U000127,2,2,TikTok Ads,False,True,2026-03-14
U000128,1,4,Zalo Ads,True,False,2026-04-18
U000128,2,4,Facebook Ads,False,False,2026-04-18
U000128,3,4,Google Ads,False,False,2026-04-18
U000128,4,4,Facebook Ads,False,True,2026-04-18
U000129,1,4,Google Ads,True,False,2026-04-07
U000129,2,4,Zalo Ads,False,False,2026-04-07
U000129,3,4,Facebook Ads,False,False,2026-04-07
U000129,4,4,Google Ads,False,True,2026-04-07
U000130,1,1,Zalo Ads,True,True,2026-04-15
U000131,1,1,Facebook Ads,True,True,2026-03-12
U000132,1,1,TikTok Ads,True,True,2026-03-12
U000133,1,4,TikTok Ads,True,False,2026-03-05
U000133,2,4,Facebook Ads,False,False,2026-03-05
U000133,3,4,Zalo Ads,False,False,2026-03-05
U000133,4,4,Google Ads,False,True,2026-03-05
U000134,1,3,Facebook Ads,True,False,2026-03-23
U000134,2,3,Google Ads,False,False,2026-03-23
U000134,3,3,Google Ads,False,True,2026-03-23
U000135,1,2,TikTok Ads,True,False,2026-03-12
U000135,2,2,Google Ads,False,True,2026-03-12
U000136,1,2,TikTok Ads,True,False,2026-03-12
U000136,2,2,Google Ads,False,True,2026-03-12
U000137,1,1,Google Ads,True,True,2026-03-04
U000138,1,1,Google Ads,True,True,2026-04-24
U000139,1,2,TikTok Ads,True,False,2026-03-06
U000139,2,2,Zalo Ads,False,True,2026-03-06
U000140,1,3,Facebook Ads,True,False,2026-04-02
U000140,2,3,Zalo Ads,False,False,2026-04-02
U000140,3,3,Google Ads,False,True,2026-04-02
U000141,1,1,Google Ads,True,True,2026-04-02
U000142,1,2,TikTok Ads,True,False,2026-04-14
U000142,2,2,Zalo Ads,False,True,2026-04-14
U000143,1,4,TikTok Ads,True,False,2026-04-25
U000143,2,4,Zalo Ads,False,False,2026-04-25
U000143,3,4,Zalo Ads,False,False,2026-04-25
U000143,4,4,Facebook Ads,False,True,2026-04-25
U000144,1,3,Facebook Ads,True,False,2026-04-29
U000144,2,3,TikTok Ads,False,False,2026-04-29
U000144,3,3,TikTok Ads,False,True,2026-04-29
U000145,1,1,TikTok Ads,True,True,2026-03-30
U000146,1,1,Google Ads,True,True,2026-03-14
U000147,1,4,TikTok Ads,True,False,2026-04-24
U000147,2,4,Facebook Ads,False,False,2026-04-24
U000147,3,4,Zalo Ads,False,False,2026-04-24
U000147,4,4,Facebook Ads,False,True,2026-04-24
U000148,1,4,TikTok Ads,True,False,2026-04-19
U000148,2,4,Google Ads,False,False,2026-04-19
U000148,3,4,Facebook Ads,False,False,2026-04-19
U000148,4,4,Facebook Ads,False,True,2026-04-19
U000149,1,2,Google Ads,True,False,2026-04-03
U000149,2,2,Google Ads,False,True,2026-04-03
U000150,1,2,Facebook Ads,True,False,2026-04-20
U000150,2,2,Google Ads,False,True,2026-04-20
U000151,1,3,TikTok Ads,True,False,2026-03-10
U000151,2,3,Zalo Ads,False,False,2026-03-10
U000151,3,3,Google Ads,False,True,2026-03-10
U000152,1,1,Zalo Ads,True,True,2026-03-31
U000153,1,3,TikTok Ads,True,False,2026-04-12
U000153,2,3,Zalo Ads,False,False,2026-04-12
U000153,3,3,TikTok Ads,False,True,2026-04-12
U000154,1,2,TikTok Ads,True,False,2026-03-06
U000154,2,2,Facebook Ads,False,True,2026-03-06
U000155,1,2,Facebook Ads,True,False,2026-04-19
U000155,2,2,Facebook Ads,False,True,2026-04-19
U000156,1,3,TikTok Ads,True,False,2026-03-17
U000156,2,3,TikTok Ads,False,False,2026-03-17
U000156,3,3,Facebook Ads,False,True,2026-03-17
U000157,1,1,Google Ads,True,True,2026-03-16
U000158,1,1,TikTok Ads,True,True,2026-04-17
U000159,1,2,TikTok Ads,True,False,2026-03-02
U000159,2,2,Google Ads,False,True,2026-03-02
U000160,1,2,Zalo Ads,True,False,2026-03-30
U000160,2,2,Google Ads,False,True,2026-03-30
U000161,1,3,Facebook Ads,True,False,2026-04-22
U000161,2,3,Zalo Ads,False,False,2026-04-22
U000161,3,3,Google Ads,False,True,2026-04-22
U000162,1,3,Facebook Ads,True,False,2026-04-21
U000162,2,3,TikTok Ads,False,False,2026-04-21
U000162,3,3,Zalo Ads,False,True,2026-04-21
U000163,1,1,TikTok Ads,True,True,2026-03-14
U000164,1,2,Google Ads,True,False,2026-03-08
U000164,2,2,Google Ads,False,True,2026-03-08
U000165,1,2,Facebook Ads,True,False,2026-04-26
U000165,2,2,TikTok Ads,False,True,2026-04-26
U000166,1,1,Google Ads,True,True,2026-03-26
U000167,1,1,Zalo Ads,True,True,2026-03-05
U000168,1,2,Facebook Ads,True,False,2026-04-28
U000168,2,2,Google Ads,False,True,2026-04-28
U000169,1,3,TikTok Ads,True,False,2026-03-31
U000169,2,3,Facebook Ads,False,False,2026-03-31
U000169,3,3,TikTok Ads,False,True,2026-03-31
U000170,1,1,Google Ads,True,True,2026-03-30
U000171,1,3,TikTok Ads,True,False,2026-04-01
U000171,2,3,TikTok Ads,False,False,2026-04-01
U000171,3,3,Facebook Ads,False,True,2026-04-01
U000172,1,1,Google Ads,True,True,2026-04-23
U000173,1,4,Facebook Ads,True,False,2026-04-03
U000173,2,4,Google Ads,False,False,2026-04-03
U000173,3,4,Facebook Ads,False,False,2026-04-03
U000173,4,4,Google Ads,False,True,2026-04-03
U000174,1,1,Google Ads,True,True,2026-04-13
U000175,1,1,Google Ads,True,True,2026-03-10
U000176,1,2,TikTok Ads,True,False,2026-04-02
U000176,2,2,Google Ads,False,True,2026-04-02
U000177,1,2,TikTok Ads,True,False,2026-04-28
U000177,2,2,Zalo Ads,False,True,2026-04-28
U000178,1,3,Facebook Ads,True,False,2026-03-31
U000178,2,3,Google Ads,False,False,2026-03-31
U000178,3,3,Facebook Ads,False,True,2026-03-31
U000179,1,2,TikTok Ads,True,False,2026-04-03
U000179,2,2,Zalo Ads,False,True,2026-04-03
U000180,1,1,Facebook Ads,True,True,2026-04-10
U000181,1,2,Facebook Ads,True,False,2026-03-24
U000181,2,2,Google Ads,False,True,2026-03-24
U000182,1,2,Zalo Ads,True,False,2026-04-26
U000182,2,2,Google Ads,False,True,2026-04-26
U000183,1,2,TikTok Ads,True,False,2026-03-06
U000183,2,2,TikTok Ads,False,True,2026-03-06
U000184,1,1,Google Ads,True,True,2026-04-24
U000185,1,4,Facebook Ads,True,False,2026-04-15
U000185,2,4,Facebook Ads,False,False,2026-04-15
U000185,3,4,TikTok Ads,False,False,2026-04-15
U000185,4,4,Google Ads,False,True,2026-04-15
U000186,1,4,TikTok Ads,True,False,2026-03-07
U000186,2,4,Google Ads,False,False,2026-03-07
U000186,3,4,Zalo Ads,False,False,2026-03-07
U000186,4,4,Google Ads,False,True,2026-03-07
U000187,1,2,Facebook Ads,True,False,2026-03-16
U000187,2,2,Google Ads,False,True,2026-03-16
U000188,1,4,Facebook Ads,True,False,2026-03-06
U000188,2,4,TikTok Ads,False,False,2026-03-06
U000188,3,4,Facebook Ads,False,False,2026-03-06
U000188,4,4,Facebook Ads,False,True,2026-03-06
U000189,1,3,TikTok Ads,True,False,2026-04-06
U000189,2,3,TikTok Ads,False,False,2026-04-06
U000189,3,3,Facebook Ads,False,True,2026-04-06
U000190,1,2,TikTok Ads,True,False,2026-03-01
U000190,2,2,Google Ads,False,True,2026-03-01
U000191,1,4,TikTok Ads,True,False,2026-04-09
U000191,2,4,TikTok Ads,False,False,2026-04-09
U000191,3,4,Google Ads,False,False,2026-04-09
U000191,4,4,Google Ads,False,True,2026-04-09
U000192,1,4,TikTok Ads,True,False,2026-04-28
U000192,2,4,Google Ads,False,False,2026-04-28
U000192,3,4,TikTok Ads,False,False,2026-04-28
U000192,4,4,Google Ads,False,True,2026-04-28
U000193,1,4,Facebook Ads,True,False,2026-04-25
U000193,2,4,Facebook Ads,False,False,2026-04-25
U000193,3,4,Zalo Ads,False,False,2026-04-25
U000193,4,4,Google Ads,False,True,2026-04-25
U000194,1,4,Facebook Ads,True,False,2026-04-28
U000194,2,4,Zalo Ads,False,False,2026-04-28
U000194,3,4,Google Ads,False,False,2026-04-28
U000194,4,4,TikTok Ads,False,True,2026-04-28
U000195,1,3,Facebook Ads,True,False,2026-03-08
U000195,2,3,Zalo Ads,False,False,2026-03-08
U000195,3,3,Google Ads,False,True,2026-03-08
U000196,1,2,Facebook Ads,True,False,2026-04-07
U000196,2,2,Zalo Ads,False,True,2026-04-07
U000197,1,3,TikTok Ads,True,False,2026-04-14
U000197,2,3,Google Ads,False,False,2026-04-14
U000197,3,3,Zalo Ads,False,True,2026-04-14
U000198,1,2,TikTok Ads,True,False,2026-04-20
U000198,2,2,TikTok Ads,False,True,2026-04-20
U000199,1,3,Facebook Ads,True,False,2026-03-18
U000199,2,3,Google Ads,False,False,2026-03-18
U000199,3,3,Zalo Ads,False,True,2026-03-18
U000200,1,2,Facebook Ads,True,False,2026-04-12
U000200,2,2,Google Ads,False,True,2026-04-12
U000201,1,3,TikTok Ads,True,False,2026-03-01
U000201,2,3,TikTok Ads,False,False,2026-03-01
U000201,3,3,Google Ads,False,True,2026-03-01
U000202,1,2,Facebook Ads,True,False,2026-03-30
U000202,2,2,TikTok Ads,False,True,2026-03-30
U000203,1,4,Facebook Ads,True,False,2026-03-26
U000203,2,4,TikTok Ads,False,False,2026-03-26
U000203,3,4,Facebook Ads,False,False,2026-03-26
U000203,4,4,Google Ads,False,True,2026-03-26
U000204,1,1,Google Ads,True,True,2026-03-22
U000205,1,3,Facebook Ads,True,False,2026-03-07
U000205,2,3,TikTok Ads,False,False,2026-03-07
U000205,3,3,TikTok Ads,False,True,2026-03-07
U000206,1,3,Zalo Ads,True,False,2026-04-05
U000206,2,3,Facebook Ads,False,False,2026-04-05
U000206,3,3,Zalo Ads,False,True,2026-04-05
U000207,1,2,TikTok Ads,True,False,2026-03-20
U000207,2,2,TikTok Ads,False,True,2026-03-20
U000208,1,2,Facebook Ads,True,False,2026-03-13
U000208,2,2,Google Ads,False,True,2026-03-13
U000209,1,4,Facebook Ads,True,False,2026-03-26
U000209,2,4,Zalo Ads,False,False,2026-03-26
U000209,3,4,Facebook Ads,False,False,2026-03-26
U000209,4,4,Google Ads,False,True,2026-03-26
U000210,1,2,Facebook Ads,True,False,2026-03-03
U000210,2,2,Facebook Ads,False,True,2026-03-03
U000211,1,1,Google Ads,True,True,2026-04-09
U000212,1,4,Facebook Ads,True,False,2026-03-08
U000212,2,4,Facebook Ads,False,False,2026-03-08
U000212,3,4,Facebook Ads,False,False,2026-03-08
U000212,4,4,Facebook Ads,False,True,2026-03-08
U000213,1,3,Facebook Ads,True,False,2026-03-29
U000213,2,3,Facebook Ads,False,False,2026-03-29
U000213,3,3,Google Ads,False,True,2026-03-29
U000214,1,2,TikTok Ads,True,False,2026-03-13
U000214,2,2,Zalo Ads,False,True,2026-03-13
U000215,1,2,Google Ads,True,False,2026-03-18
U000215,2,2,Google Ads,False,True,2026-03-18
U000216,1,3,TikTok Ads,True,False,2026-03-29
U000216,2,3,Google Ads,False,False,2026-03-29
U000216,3,3,Google Ads,False,True,2026-03-29
U000217,1,3,TikTok Ads,True,False,2026-04-13
U000217,2,3,TikTok Ads,False,False,2026-04-13
U000217,3,3,Zalo Ads,False,True,2026-04-13
U000218,1,1,Facebook Ads,True,True,2026-04-25
U000219,1,1,Google Ads,True,True,2026-03-22
U000220,1,1,Google Ads,True,True,2026-03-25
U000221,1,1,TikTok Ads,True,True,2026-04-01
U000222,1,2,TikTok Ads,True,False,2026-04-06
U000222,2,2,Google Ads,False,True,2026-04-06
U000223,1,2,Facebook Ads,True,False,2026-03-15
U000223,2,2,Facebook Ads,False,True,2026-03-15
U000224,1,4,Facebook Ads,True,False,2026-03-24
U000224,2,4,Facebook Ads,False,False,2026-03-24
U000224,3,4,Zalo Ads,False,False,2026-03-24
U000224,4,4,Google Ads,False,True,2026-03-24
U000225,1,3,Zalo Ads,True,False,2026-03-27
U000225,2,3,Facebook Ads,False,False,2026-03-27
U000225,3,3,TikTok Ads,False,True,2026-03-27
U000226,1,4,TikTok Ads,True,False,2026-03-26
U000226,2,4,Zalo Ads,False,False,2026-03-26
U000226,3,4,TikTok Ads,False,False,2026-03-26
U000226,4,4,Zalo Ads,False,True,2026-03-26
U000227,1,3,Google Ads,True,False,2026-03-21
U000227,2,3,Facebook Ads,False,False,2026-03-21
U000227,3,3,TikTok Ads,False,True,2026-03-21
U000228,1,2,Google Ads,True,False,2026-04-12
U000228,2,2,Facebook Ads,False,True,2026-04-12
U000229,1,2,Facebook Ads,True,False,2026-04-21
U000229,2,2,Google Ads,False,True,2026-04-21
U000230,1,4,Facebook Ads,True,False,2026-03-06
U000230,2,4,Google Ads,False,False,2026-03-06
U000230,3,4,Facebook Ads,False,False,2026-03-06
U000230,4,4,Zalo Ads,False,True,2026-03-06
U000231,1,1,TikTok Ads,True,True,2026-04-18
U000232,1,2,Facebook Ads,True,False,2026-04-03
